legislator_id,legislator_name,week_period,activity_level,raw_analysis,stance_Education,stance_Labor Rights,stance_Infrastructure,stance_Military and Veterans Affairs,stance_Tax Policy,stance_Corporate Regulation,stance_Homeland Security,stance_Cybersecurity,stance_First Responders Support,stance_Emergency Management,stance_Healthcare,stance_Fiscal Policy,stance_Aging Population,stance_Foreign Policy,stance_Defense,stance_Veterans Affairs,stance_Patriotism,stance_Terrorism,stance_Post-Conflict Reconstruction,stance_Labor Unions,stance_Border Security,stance_Community Recognition,stance_Substance Abuse,stance_Human Rights,stance_Criminal Justice,stance_Intelligence and National Security,stance_Technology and Infrastructure,stance_Policy and Governance,stance_Economy,stance_Labor,stance_Trade,stance_Taxation,stance_Social Security,stance_Trade Policy,stance_Labor/Employment,stance_Taxpayer Rights,stance_Consumer Rights,stance_Economic Policy,stance_Fiscal Responsibility,stance_Senior Citizens,stance_Market Freedom,stance_Energy,stance_Defense and War,stance_Legislative Process,stance_Federal Spending,stance_Domestic Manufacturing,stance_Social Welfare,stance_Prescription Drug Policy,stance_Public Transportation,stance_Environment,stance_Government Privatization,stance_Historical Commemoration,stance_Small Business & Entrepreneurship,stance_Defense & Military,stance_Agriculture,stance_International Relations,stance_Child Nutrition,stance_Budget,stance_National Security,stance_Budget & Spending,stance_Government Accountability,stance_Disaster Relief,stance_Counter-Terrorism,stance_Business and Economic Development,stance_Government Property,stance_Immigration,stance_Law Enforcement,stance_Federal Funding,stance_Anti-Semitism,stance_Military and Defense,stance_Public Service,stance_Social Policy,stance_Domestic Violence,stance_Legal Policy,stance_Child Welfare,stance_Science and Technology,stance_Intelligence Oversight,stance_Government Transparency,stance_Defense/Military,stance_Community Engagement,stance_Financial Oversight,stance_Economic Development,stance_Labor and Employment,stance_Corporate Governance,stance_Bankruptcy Law,stance_Technology in Healthcare,stance_Indigenous Health,stance_Election Administration,stance_Business & Industry,stance_Arts,stance_Community Service,stance_History and Heritage,stance_Governance,stance_Freedom of Speech and Association,stance_Democracy,stance_Drug Policy,stance_Cyber Security,stance_Intelligence,stance_Economic Impact,stance_Media and Communication,stance_Corporate Responsibility,stance_Defense and Homeland Security,stance_Civil Rights,stance_Economic Inequality,stance_Disability Services,stance_Foreign Relations,stance_Political History,stance_Pharmaceutical Industry,stance_Foreign Policy/Defense,stance_Land Use,stance_Voting Procedures,stance_Civil Rights and Diversity,stance_Defense and Foreign Aid,stance_Housing,stance_History,stance_Community Services
cand203,cand203,2003-06-23 to 2003-06-29,"Medium. The legislator was engaged in the issues discussed, but only made four speeches during the week.","DIMENSIONS:
- Foreign Policy: The legislator expressed concern over the ongoing violence between Israelis and Palestinians, and criticized a resolution that they believe unfairly places blame on one side. They called for the U.S. to act as a fair and impartial broker in the peace process, and for both sides to take more effective measures to control violence and protect human rights.
- Social Policy: The legislator discussed their personal experience with poverty and criticized a bill for not providing specific benefits. They proposed a substitute bill that provides specific benefits such as $25 a month and 20 percent coinsurance.
- Economic Policy: The legislator criticized the handling of the surplus that was present when President Bush came into office.

POSITIONS:
- Foreign Policy: The legislator believes that the U.S. should act as an impartial broker in the Israeli-Palestinian conflict, and that both sides should take more effective measures to control violence and protect human rights. They also believe that the U.S. Congress should sponsor impartial legislation to support dialogue and end violence in the Middle East.
- Social Policy: The legislator believes in providing specific benefits to address poverty, as opposed to estimates and examples. They proposed a substitute bill that provides specific benefits such as $25 a month and 20 percent coinsurance.
- Economic Policy: The legislator criticized the handling of the surplus that was present when President Bush came into office, implying a belief in more responsible fiscal management.

ACTIVITY: Medium. The legislator was engaged in the issues discussed, but only made four speeches during the week.",,,,,,,,,,,,,,"The legislator believes that the U.S. should act as an impartial broker in the Israeli-Palestinian conflict, and that both sides should take more effective measures to control violence and protect human rights. They also believe that the U.S. Congress should sponsor impartial legislation to support dialogue and end violence in the Middle East.",,,,,,,,,,,,,,,,,,,,,,,,"The legislator criticized the handling of the surplus that was present when President Bush came into office, implying a belief in more responsible fiscal management.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator believes in providing specific benefits to address poverty, as opposed to estimates and examples. They proposed a substitute bill that provides specific benefits such as $25 a month and 20 percent coinsurance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand221,cand221,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Domestic Violence: The legislator is deeply concerned about the issue of domestic violence, sexual assault, and stalking, and is actively involved in efforts to combat these issues.
- Legal Policy: The legislator is focused on the implementation and enforcement of the Violence Against Women Act, and has been pushing for an independent office to handle these issues.
- Child Welfare: The legislator is concerned about the impact of domestic violence on children, highlighting the prevalence of children in households with domestic violence.

POSITIONS:
- Domestic Violence: The legislator is strongly against domestic violence, sexual assault, and stalking, and is advocating for stronger measures to combat these issues, including the creation of an independent office to handle these matters.
- Legal Policy: The legislator believes that the Violence Against Women Act needs to be properly implemented and enforced, and has been pushing for an independent office to ensure that these issues are not marginalized or pushed to the back.
- Child Welfare: The legislator is deeply concerned about the welfare of children in households with domestic violence, and believes that more needs to be done to protect these children.

ACTIVITY: High",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator is strongly against domestic violence, sexual assault, and stalking, and is advocating for stronger measures to combat these issues, including the creation of an independent office to handle these matters.","The legislator believes that the Violence Against Women Act needs to be properly implemented and enforced, and has been pushing for an independent office to ensure that these issues are not marginalized or pushed to the back.","The legislator is deeply concerned about the welfare of children in households with domestic violence, and believes that more needs to be done to protect these children.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand222,cand222,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator discussed the need for prescription drugs for senior citizens and the shortcomings of the current Medicare system. They also mentioned the potential financial burden of the system.
- Science and Technology: The legislator expressed optimism about the future of American science achievements, specifically mentioning the mapping of the human genome system.

POSITIONS:
- Healthcare: The legislator supports the legislation for prescription drugs for senior citizens, despite acknowledging its shortcomings and potential financial burden. They believe that the current Medicare system is somewhat bankrupt and will require additional funding in the future.
- Science and Technology: The legislator is hopeful about the future of American science and technology, believing that advancements such as the mapping of the human genome system will contribute to wellness achievements.

ACTIVITY: High",,,,,,,,,,,"The legislator supports the legislation for prescription drugs for senior citizens, despite acknowledging its shortcomings and potential financial burden. They believe that the current Medicare system is somewhat bankrupt and will require additional funding in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator is hopeful about the future of American science and technology, believing that advancements such as the mapping of the human genome system will contribute to wellness achievements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand230,cand230,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator discussed amendments to the Social Security Act, specifically focusing on improvements to the Medicare program and the provision of prescription drug coverage. They proposed an increase in premium for high-income beneficiaries and permanent treatment for cancer hospitals and children's hospitals. They also addressed the treatment of Hawaii as a low-dsh state.
  
POSITIONS:
- Healthcare: The legislator supports the amendment of the Social Security Act to improve the Medicare program and provide prescription drug coverage. They propose an increase in premium for high-income beneficiaries, suggesting a progressive approach to healthcare funding. They also advocate for special treatment for cancer hospitals and children's hospitals, indicating a focus on these specific healthcare areas. Additionally, they propose that Hawaii should be treated as a low-dsh state, suggesting a focus on equitable healthcare funding across states.

ACTIVITY: High",,,,,,,,,,,"The legislator supports the amendment of the Social Security Act to improve the Medicare program and provide prescription drug coverage. They propose an increase in premium for high-income beneficiaries, suggesting a progressive approach to healthcare funding. They also advocate for special treatment for cancer hospitals and children's hospitals, indicating a focus on these specific healthcare areas. Additionally, they propose that Hawaii should be treated as a low-dsh state, suggesting a focus on equitable healthcare funding across states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand251,cand251,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator focused on amendments to the Medicare program, specifically improvements and the addition of prescription drug coverage. They also discussed the establishment of an alternative payment system for preferred provider organizations in highly competitive regions.

POSITIONS:
- Healthcare: The legislator supports the improvement of the Medicare program and the inclusion of prescription drug coverage. They also propose an alternative payment system for preferred provider organizations in highly competitive regions, suggesting a focus on enhancing participation and competition in these areas.

ACTIVITY: High",,,,,,,,,,,"The legislator supports the improvement of the Medicare program and the inclusion of prescription drug coverage. They also propose an alternative payment system for preferred provider organizations in highly competitive regions, suggesting a focus on enhancing participation and competition in these areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand253,cand253,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator expressed concern over the potential privatization of Medicare and Social Security, and criticized the current bill (S. 1) for not adequately addressing the need for affordable, reliable prescription drug benefits for seniors. They believe the bill is more focused on the interests of drug companies rather than the needs of the elderly.
- Economic Policy: The legislator criticized the administration and congress for prioritizing tax cuts for the wealthy over providing adequate funds for senior citizens' healthcare needs.

ACTIVITY: High",,,,,,,,,,,"The legislator expressed concern over the potential privatization of Medicare and Social Security, and criticized the current bill (S. 1) for not adequately addressing the need for affordable, reliable prescription drug benefits for seniors. They believe the bill is more focused on the interests of drug companies rather than the needs of the elderly.",,,,,,,,,,,,,,,,,,,,,,,,,,,The legislator criticized the administration and congress for prioritizing tax cuts for the wealthy over providing adequate funds for senior citizens' healthcare needs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand310,cand310,2003-06-23 to 2003-06-29,Low,"DIMENSIONS:
- Healthcare: The legislator focused on the issue of prescription drug prices, specifically the barriers to generic drugs entering the market. They expressed concern about the impact of high drug prices on American families, particularly senior citizens. 

POSITIONS:
- Healthcare: The legislator supports the Drug Competition Act, which aims to increase the availability of generic drugs and reduce prescription drug prices. They believe that the Act will allow law enforcement agencies to take action against companies that prioritize profit over public health, and will expose secret deals between drug companies that keep generic drugs off the market.

ACTIVITY: Low",,,,,,,,,,,"The legislator supports the Drug Competition Act, which aims to increase the availability of generic drugs and reduce prescription drug prices. They believe that the Act will allow law enforcement agencies to take action against companies that prioritize profit over public health, and will expose secret deals between drug companies that keep generic drugs off the market.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand351,cand351,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Human Rights: The legislator strongly advocates for the release of Dr. Yang Jianli, a democracy activist held in China, citing violations of human rights and international law. They criticize the Chinese government's refusal to admit to detaining Dr. Yang illegally and call for increased pressure on China to respect human rights.
- International Relations: The legislator criticizes China's government for its human rights record, suggesting that it contradicts the promises made when China sought most-favored-nation trade status. They urge the Chinese government to respond to requests for Dr. Yang's freedom from the United States and international human rights groups.
- Healthcare: The legislator supports amendment no. 994, the Medisave amendment, which they believe would provide a superior Medicare prescription drug benefit. They express disappointment that this is not the bill being debated and commend Senator Durbin for his work on the amendment.

POSITIONS:
- Human Rights: The legislator strongly advocates for the protection of human rights, particularly in the case of Dr. Yang Jianli. They believe that the Chinese government is violating these rights and call for international pressure to secure Dr. Yang's release.
- International Relations: The legislator is critical of the Chinese government's human rights record and believes that the United States and other nations should pressure China to improve its treatment of activists like Dr. Yang.
- Healthcare: The legislator supports the Medisave amendment and believes it would provide a better Medicare prescription drug benefit. They express disappointment that this is not the bill being debated and commend Senator Durbin for his work on the amendment.

ACTIVITY: Medium",,,,,,,,,,,The legislator supports the Medisave amendment and believes it would provide a better Medicare prescription drug benefit. They express disappointment that this is not the bill being debated and commend Senator Durbin for his work on the amendment.,,,,,,,,,,,,,"The legislator strongly advocates for the protection of human rights, particularly in the case of Dr. Yang Jianli. They believe that the Chinese government is violating these rights and call for international pressure to secure Dr. Yang's release.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The legislator is critical of the Chinese government's human rights record and believes that the United States and other nations should pressure China to improve its treatment of activists like Dr. Yang.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand382,cand382,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator is focused on improving the quality and safety of healthcare in the United States, particularly through the Medicare program. They believe that the Medicare program should take a leadership role in encouraging quality improvement and that its payment methods and regulations should provide incentives for innovative quality improvement strategies. They also advocate for the development of standardized measures of quality for hospitals and providers.

ACTIVITY: High",,,,,,,,,,,"The legislator is focused on improving the quality and safety of healthcare in the United States, particularly through the Medicare program. They believe that the Medicare program should take a leadership role in encouraging quality improvement and that its payment methods and regulations should provide incentives for innovative quality improvement strategies. They also advocate for the development of standardized measures of quality for hospitals and providers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand396,cand396,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Intelligence Oversight: The legislator discussed the need for oversight of intelligence communications, specifically between the Vice President and the CIA.
- National Security: The legislator touched on the importance of the Vice President's role in national security, including the necessity of regular communication with intelligence agencies.
- Government Transparency: The legislator addressed the issue of transparency in government, particularly in relation to intelligence sharing within the intelligence community, the Department of Defense, and the United Nations inspectors in Iraq.

POSITIONS:
- Intelligence Oversight: The legislator opposed the Kucinich amendment, arguing that it unfairly targets the Vice President and is not comprehensive enough to reveal any useful information.
- National Security: The legislator defended the Vice President's right and obligation to receive intelligence information, arguing that regular communication with intelligence agencies is crucial for national security.
- Government Transparency: The legislator opposed the Lee amendment, which calls for a study on intelligence sharing, arguing that it is unnecessary.

ACTIVITY: Medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator defended the Vice President's right and obligation to receive intelligence information, arguing that regular communication with intelligence agencies is crucial for national security.",,,,,,,,,,,,,,,,,,"The legislator opposed the Kucinich amendment, arguing that it unfairly targets the Vice President and is not comprehensive enough to reveal any useful information.","The legislator opposed the Lee amendment, which calls for a study on intelligence sharing, arguing that it is unnecessary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand408,cand408,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Education: The legislator acknowledges the achievement of a student in their constituency, indicating a focus on education and youth development.
- Defense/Military: The legislator discusses the demobilization of a local National Guard unit, showing a strong focus on military affairs and the well-being of service members.
- Community Engagement: The legislator highlights the community's support for the mobilized troops, indicating a focus on community involvement and unity.

POSITIONS:
- Education: The legislator seems to value education and encourages youth to engage in important subjects, as shown by their praise for a student's essay on war.
- Defense/Military: The legislator expresses deep respect and gratitude for the service members from their state, emphasizing the importance of remembering their sacrifices.
- Community Engagement: The legislator appreciates the community's support for the troops, suggesting they believe in the importance of community solidarity and support during times of crisis.

ACTIVITY: Medium","The legislator seems to value education and encourages youth to engage in important subjects, as shown by their praise for a student's essay on war.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator expresses deep respect and gratitude for the service members from their state, emphasizing the importance of remembering their sacrifices.","The legislator appreciates the community's support for the troops, suggesting they believe in the importance of community solidarity and support during times of crisis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand495,cand495,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Healthcare: The legislator discussed the Medicare program, specifically the provision of prescription drug coverage. They also addressed the need for improvements in the program.
- Social Security: The legislator proposed an amendment to the Social Security Act, focusing on the correction of a clerical error that affected the transfer of funds from the general fund of the treasury to the trust fund.
- Financial Oversight: The legislator emphasized the need for financial corrections and appropriations to rectify past errors and ensure the proper functioning of the trust fund.

POSITIONS:
- Healthcare: The legislator supports the amendment of the Medicare program to include prescription drug coverage and to make necessary improvements.
- Social Security: The legislator is advocating for the correction of a clerical error that occurred in 2001, which affected the transfer of funds to the trust fund. They propose specific measures to rectify this error.
- Financial Oversight: The legislator is in favor of financial oversight and accountability, as evidenced by their detailed proposal for correcting the clerical error and ensuring the trust fund is appropriately replenished.

ACTIVITY: Medium",,,,,,,,,,,The legislator supports the amendment of the Medicare program to include prescription drug coverage and to make necessary improvements.,,,,,,,,,,,,,,,,,,,,,,"The legislator is advocating for the correction of a clerical error that occurred in 2001, which affected the transfer of funds to the trust fund. They propose specific measures to rectify this error.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator is in favor of financial oversight and accountability, as evidenced by their detailed proposal for correcting the clerical error and ensuring the trust fund is appropriately replenished.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand498,cand498,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator focused heavily on healthcare, specifically the Medicare program and the addition of a prescription drug benefit. They expressed concern about the complexity of the proposed system and the disparity between the promised and delivered benefits to senior citizens. They also highlighted the need for affordable prescription drugs for seniors, particularly those on fixed incomes.

POSITIONS:
- Healthcare: The legislator believes that the current proposal for a prescription drug benefit in the Medicare program is overly complicated and does not provide enough support for senior citizens. They support the Durbin amendment, which they believe offers improved benefits and a more meaningful support to seniors. They argue for a prescription drug plan that is attached to the Medicare program and provides assurance to seniors that they can afford necessary medications.

ACTIVITY: High",,,,,,,,,,,"The legislator believes that the current proposal for a prescription drug benefit in the Medicare program is overly complicated and does not provide enough support for senior citizens. They support the Durbin amendment, which they believe offers improved benefits and a more meaningful support to seniors. They argue for a prescription drug plan that is attached to the Medicare program and provides assurance to seniors that they can afford necessary medications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand513,cand513,2003-06-23 to 2003-06-29,Low,"DIMENSIONS:
- Community Recognition: The legislator spoke at length about the history, achievements, and contributions of the city of Nashua, New Hampshire.
- Defense: The legislator highlighted the city's contributions to the defense of the country, from the American Revolution to World War II.
- Economic Development: The legislator discussed the city's role in commerce and industry, particularly in manufacturing and entrepreneurship.

POSITIONS:
- Community Recognition: The legislator is proud of Nashua's history and its citizens' contributions to the country. He believes it is important to recognize and honor these contributions.
- Defense: The legislator appreciates the sacrifices made by the citizens of Nashua in defense of the country. He believes their service is a testament to their courage and commitment to the nation.
- Economic Development: The legislator is proud of Nashua's role in the country's economic development. He believes the city's entrepreneurial spirit and manufacturing prowess have significantly contributed to the nation's economic expansion.

ACTIVITY: Low",,,,,,,,,,,,,,,The legislator appreciates the sacrifices made by the citizens of Nashua in defense of the country. He believes their service is a testament to their courage and commitment to the nation.,,,,,,,The legislator is proud of Nashua's history and its citizens' contributions to the country. He believes it is important to recognize and honor these contributions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The legislator is proud of Nashua's role in the country's economic development. He believes the city's entrepreneurial spirit and manufacturing prowess have significantly contributed to the nation's economic expansion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand53,cand53,2003-06-23 to 2003-06-29,Low,"DIMENSIONS:
- Labor and Employment: The legislator is concerned about the unfair treatment of employees during corporate bankruptcy, particularly the loss of jobs and pensions.
- Corporate Governance: The legislator is critical of corporate insiders who protect their pensions while their employees suffer losses.
- Bankruptcy Law: The legislator is advocating for changes in bankruptcy law to prevent corporate insiders from insulating their pensions.

POSITIONS:
- Labor and Employment: The legislator believes that employees should be protected during corporate bankruptcy, particularly their jobs and pensions.
- Corporate Governance: The legislator is against the practice of corporate insiders protecting their pensions at the expense of their employees and the company.
- Bankruptcy Law: The legislator is advocating for the introduction of the Equal Treatment of Pensions and Bankruptcy Act of 2003 to prevent corporate insiders from protecting their pensions during bankruptcy.

ACTIVITY: Low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator believes that employees should be protected during corporate bankruptcy, particularly their jobs and pensions.",The legislator is against the practice of corporate insiders protecting their pensions at the expense of their employees and the company.,The legislator is advocating for the introduction of the Equal Treatment of Pensions and Bankruptcy Act of 2003 to prevent corporate insiders from protecting their pensions during bankruptcy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand560,cand560,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Foreign Policy: The legislator strongly supports Israel and condemns the terrorist attacks against it. They believe that any peace plan must require the Palestinian side to cease its campaign of terror and violence unconditionally. They also express the need for justice for both Israel and the Palestinian people.
- Defense: The legislator supports the right of Israel to self-defense and its actions to maintain and secure its independence as a free and sovereign nation.
- Human Rights: The legislator co-sponsors a resolution against anti-Semitism and broader hate and discrimination based on differences such as skin color, religion, and national origin.

POSITIONS:
- Foreign Policy: The legislator is in strong support of Israel and condemns the terrorist attacks against it. They believe that any peace plan must require the Palestinian side to cease its campaign of terror and violence unconditionally. They also express the need for justice for both Israel and the Palestinian people.
- Defense: The legislator supports the right of Israel to self-defense and its actions to maintain and secure its independence as a free and sovereign nation.
- Human Rights: The legislator is against anti-Semitism and broader hate and discrimination. They co-sponsor a resolution against these issues and express the need to address the human inclination to hate and discriminate against others who are different.

ACTIVITY: Medium",,,,,,,,,,,,,,The legislator is in strong support of Israel and condemns the terrorist attacks against it. They believe that any peace plan must require the Palestinian side to cease its campaign of terror and violence unconditionally. They also express the need for justice for both Israel and the Palestinian people.,The legislator supports the right of Israel to self-defense and its actions to maintain and secure its independence as a free and sovereign nation.,,,,,,,,,The legislator is against anti-Semitism and broader hate and discrimination. They co-sponsor a resolution against these issues and express the need to address the human inclination to hate and discriminate against others who are different.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand578,cand578,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator discussed amendments to the Social Security Act, specifically focusing on improvements to the Medicare program and the provision of prescription drug coverage. They proposed changes to eligibility determinations for premium and cost-sharing subsidies, suggesting an update of the asset or resource test and the development of a model declaration form for individuals to declare their assets or resources. 

POSITIONS:
- Healthcare: The legislator supports the expansion and improvement of the Medicare program, including the provision of prescription drug coverage. They advocate for changes to the eligibility determination process for subsidies, proposing an increase in the asset or resource limit and the development of a simplified application form for individuals to declare their assets or resources.

ACTIVITY: High",,,,,,,,,,,"The legislator supports the expansion and improvement of the Medicare program, including the provision of prescription drug coverage. They advocate for changes to the eligibility determination process for subsidies, proposing an increase in the asset or resource limit and the development of a simplified application form for individuals to declare their assets or resources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand584,cand584,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator discussed the Prescription Drug Benefits Bill, specifically focusing on the addition of a prescription drug benefit to Medicare. They expressed support for the bill and emphasized the need for financial aid for seniors, the poor, and the fragile to acquire prescription drugs. 

POSITIONS:
- Healthcare: The legislator supports the Prescription Drug Benefits Bill and believes it is crucial to provide financial aid for those who need prescription drugs but cannot afford them. They acknowledge the fiscal challenges of adding a new benefit to an already expensive entitlement but believe it is necessary.

ACTIVITY: High",,,,,,,,,,,The legislator supports the Prescription Drug Benefits Bill and believes it is crucial to provide financial aid for those who need prescription drugs but cannot afford them. They acknowledge the fiscal challenges of adding a new benefit to an already expensive entitlement but believe it is necessary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand601,cand601,2003-06-23 to 2003-06-29,Low,"DIMENSIONS:
- Healthcare: The legislator discussed amendments to the Medicare program, including the provision of prescription drug coverage. 
- Technology in Healthcare: The legislator proposed the expansion of telehealth services and the facilitation of these services across state lines.
- Indigenous Health: The legislator addressed the inclusion of facilities operated by the Indian Health Service in the provision of telehealth services.

POSITIONS:
- Healthcare: The legislator supports improvements to the Medicare program, including the provision of prescription drug coverage.
- Technology in Healthcare: The legislator advocates for the expansion of telehealth services to various healthcare facilities, including skilled nursing facilities, assisted-living facilities, and community health clinics. They also support the facilitation of these services across state lines.
- Indigenous Health: The legislator supports the inclusion of facilities operated by the Indian Health Service in the provision of telehealth services.

ACTIVITY: Low",,,,,,,,,,,"The legislator supports improvements to the Medicare program, including the provision of prescription drug coverage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator advocates for the expansion of telehealth services to various healthcare facilities, including skilled nursing facilities, assisted-living facilities, and community health clinics. They also support the facilitation of these services across state lines.",The legislator supports the inclusion of facilities operated by the Indian Health Service in the provision of telehealth services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand607,cand607,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Public Service: The legislator praises the work of Dr. Ronald D. Michaelson, highlighting his dedication to public service.
- Election Administration: The legislator discusses Dr. Michaelson's role in the Illinois State Board of Elections, emphasizing his work in creating a fair and effective system of campaign disclosure.
- Education: The legislator mentions Dr. Michaelson's educational background and his teaching roles, indicating a value for education in public service roles.

POSITIONS:
- Public Service: The legislator holds a high regard for public service, as evidenced by his tribute to Dr. Michaelson's career and his emphasis on the importance of integrity, fairness, hard work, and high standards in public service.
- Election Administration: The legislator supports transparency and fairness in election administration, praising Dr. Michaelson's work in creating a respected campaign disclosure system in Illinois.
- Education: The legislator values education, as shown by his detailed mention of Dr. Michaelson's educational background and his teaching roles.

ACTIVITY: Medium","The legislator values education, as shown by his detailed mention of Dr. Michaelson's educational background and his teaching roles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator holds a high regard for public service, as evidenced by his tribute to Dr. Michaelson's career and his emphasis on the importance of integrity, fairness, hard work, and high standards in public service.",,,,,,,,,,,,,,,,,"The legislator supports transparency and fairness in election administration, praising Dr. Michaelson's work in creating a respected campaign disclosure system in Illinois.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
